cp,artist,song,section,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
"6,5,2,5,1",lindsey stirling,master of tides,chorus,2y3s9d5xLQ7CZOuaPoIWhj,0.465,0.8959999999999999,4.0,-4.63,0.0,0.0676,0.000739,1.7e-05,0.0972,0.33799999999999997,127.936,261720.0,4.0,5,['bow pop']
"6,5,2,5,1",bigbang,bae bae,chorus,3CV5ak1oN85Vjx1NHiLK7H,0.687,0.63,0.0,-4.914,1.0,0.0401,0.0084,0.0,0.20800000000000002,0.402,140.011,169482.0,4.0,5,"['j-pop', 'k-hop', 'k-pop']"
"6,5,2,5,6",lindsey stirling,master of tides,pre-chorus,2y3s9d5xLQ7CZOuaPoIWhj,0.465,0.8959999999999999,4.0,-4.63,0.0,0.0676,0.000739,1.7e-05,0.0972,0.33799999999999997,127.936,261720.0,4.0,5,['bow pop']
"6,5,2,5,4",fun,all alone,bridge,47XL5AzqSH1SsOEl7QSvXW,0.5329999999999999,0.862,2.0,-4.488,1.0,0.0678,0.0205,0.000145,0.319,0.5760000000000001,183.077,183773.0,4.0,5,"['metropopolis', 'modern rock', 'pop', 'pop rap']"
"6,1,5,4,6",bloodhound gang,the bad touch,intro and verse,5EYdTPdJD74r9EVZBztqGG,0.841,0.741,0.0,-6.222,0.0,0.0392,0.00474,0.0121,0.0911,0.97,122.984,260507.0,4.0,5,"['alternative metal', 'comic', 'funk metal', 'nu metal', 'pop punk', 'punk']"
"6,1,5,4,6",rihanna,disturbia,chorus,2VOomzT6VavJOGBeySqaMc,0.7070000000000001,0.813,11.0,-4.515,0.0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627.0,4.0,5,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
"6,1,5,4,6",rihanna,disturbia,pre-chorus,2VOomzT6VavJOGBeySqaMc,0.7070000000000001,0.813,11.0,-4.515,0.0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627.0,4.0,5,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
"6,1,5,4,6",avicii,levels,intro,6f54knyJHYJ1v6P591HPWU,0.596,0.878,1.0,-5.922999999999999,0.0,0.0337,0.0652,0.843,0.29600000000000004,0.461,126.04299999999999,201933.0,4.0,5,"['big room', 'dance pop', 'edm', 'pop']"
"6,1,5,4,6",jonas brothers,burnin up,verse,72jGj8k9C7DIQesDYenUT3,0.667,0.9540000000000001,2.0,-3.4619999999999997,1.0,0.0817,0.0296,0.0,0.331,0.807,114.0,175093.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
"6,1,5,4,6",jonas brothers,burnin up,chorus,72jGj8k9C7DIQesDYenUT3,0.667,0.9540000000000001,2.0,-3.4619999999999997,1.0,0.0817,0.0296,0.0,0.331,0.807,114.0,175093.0,4.0,5,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
"6,1,5,4,6",the cars,just what i needed,chorus,4alHo6RGd0D3OUbTPExTHN,0.619,0.579,4.0,-9.307,1.0,0.0473,0.0152,6.4e-05,0.0858,0.69,127.22399999999999,225627.0,4.0,5,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']"
"6,1,5,4,6",kurt vile,kv crimes,chorus,4SijJOfaPEOKPp5fnEUzvR,0.537,0.655,5.0,-5.7860000000000005,1.0,0.0369,0.0497,0.7120000000000001,0.195,0.596,98.416,236267.0,4.0,5,"['folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'neo-psychedelic', 'noise pop', 'philly indie']"
"6,1,5,4,6",citizens,in tenderness,intro,4O9E0qcWGCMYxq58UdbsQU,0.47,0.759,1.0,-6.67,0.0,0.0316,0.0026,2.04e-06,0.5670000000000001,0.5429999999999999,163.981,242640.0,4.0,5,"['anthem worship', 'christian rock', 'christian uplift']"
"6,1,5,4,6",onerepublic,counting stars,verse and pre-chorus,6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1.0,-4.9719999999999995,0.0,0.0382,0.0654,0.0,0.115,0.47700000000000004,122.01700000000001,257840.0,4.0,5,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock']"
"6,1,5,4,6",onerepublic,counting stars,chorus,6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1.0,-4.9719999999999995,0.0,0.0382,0.0654,0.0,0.115,0.47700000000000004,122.01700000000001,257840.0,4.0,5,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock']"
"6,1,5,4,6",krewella,enjoy the ride,pre-chorus,6UEJtAnGHnK5tVhoPHD6tU,0.556,0.873,1.0,-1.145,1.0,0.16399999999999998,0.237,2.63e-06,0.078,0.485,127.993,211693.0,4.0,5,"['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electra', 'electro house', 'pop']"
"6,1,5,4,6",krewella,enjoy the ride,chorus,6UEJtAnGHnK5tVhoPHD6tU,0.556,0.873,1.0,-1.145,1.0,0.16399999999999998,0.237,2.63e-06,0.078,0.485,127.993,211693.0,4.0,5,"['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electra', 'electro house', 'pop']"
"6,1,5,4,6",foo fighters,my hero,chorus,4dVbhS6OiYvFikshyaQaCN,0.374,0.927,4.0,-4.212,1.0,0.0652,6.2e-05,0.000177,0.0575,0.301,154.047,260027.0,4.0,5,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
"6,1,5,4,6",lily allen,hard out here,pre-chorus and chorus,3U3BXlwNTkCx7lW9m1H9RY,0.823,0.8220000000000001,1.0,-5.3229999999999995,0.0,0.0334,0.113,4.57e-05,0.0688,0.938,125.02600000000001,211377.0,4.0,5,"['dance pop', 'europop', 'folk-pop', 'pop', 'pop rock']"
"6,1,5,4,6",adrian lux,weekend heroes - bauer and lanford remix,chorus,2W2xUXiucUC7RBWBvXjMko,0.642,0.659,11.0,-7.242999999999999,0.0,0.0795,0.000317,0.0897,0.084,0.418,128.043,371693.0,4.0,5,"['big room', 'edm', 'progressive electro house']"
"6,1,5,4,6",eric prydz,call on me,chorus,1xNcBAoUw8Hz6LqK2jt4Ff,0.597,0.8370000000000001,10.0,-6.518,1.0,0.375,0.00427,0.00114,0.8390000000000001,0.447,126.34200000000001,171360.0,4.0,5,"['big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'vocal house']"
"6,1,5,4,6",nelly furtado,all good things,chorus,6NyWT02RGO5OgT55JDjI08,0.664,0.6579999999999999,9.0,-7.7,0.0,0.0397,0.273,1.13e-05,0.115,0.34299999999999997,100.912,311093.0,4.0,5,"['canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']"
"6,1,5,4,6",nelly furtado,all good things,chorus lead-out,6NyWT02RGO5OgT55JDjI08,0.664,0.6579999999999999,9.0,-7.7,0.0,0.0397,0.273,1.13e-05,0.115,0.34299999999999997,100.912,311093.0,4.0,5,"['canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']"
"6,1,5,4,6",nelly furtado,all good things,verse,6NyWT02RGO5OgT55JDjI08,0.664,0.6579999999999999,9.0,-7.7,0.0,0.0397,0.273,1.13e-05,0.115,0.34299999999999997,100.912,311093.0,4.0,5,"['canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']"
"6,1,5,4,6",shontelle,impossible,chorus,45EDI3rk0f4cAMt9f8b56R,0.599,0.624,8.0,-3.6310000000000002,1.0,0.0343,0.385,0.0,0.125,0.539,90.03399999999999,226533.0,4.0,5,['post-teen pop']
"6,1,5,4,6",shontelle,impossible,verse,45EDI3rk0f4cAMt9f8b56R,0.599,0.624,8.0,-3.6310000000000002,1.0,0.0343,0.385,0.0,0.125,0.539,90.03399999999999,226533.0,4.0,5,['post-teen pop']
"6,1,5,4,6",shontelle,impossible,pre-chorus and chorus,45EDI3rk0f4cAMt9f8b56R,0.599,0.624,8.0,-3.6310000000000002,1.0,0.0343,0.385,0.0,0.125,0.539,90.03399999999999,226533.0,4.0,5,['post-teen pop']
"6,1,5,4,6",steve winwood,valerie,chorus,3nQuDlaVZApyrG6tdsETe0,0.722,0.518,9.0,-10.78,1.0,0.0296,0.593,0.004529999999999999,0.0854,0.753,116.289,246667.0,4.0,5,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'symphonic rock']"
"6,1,5,4,6",natasha bedingfield,pocketful of sunshine,chorus,1uigwk5hNV84zRd5YQQRTk,0.721,0.88,9.0,-3.8960000000000004,0.0,0.0454,0.191,0.0,0.0769,0.655,110.021,202907.0,4.0,5,"['dance pop', 'europop', 'folk-pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b']"
"6,1,5,4,6",ed sheeran,i see fire,verse,6JyHE2IeTdfdwk7T6nRj0L,0.581,0.0549,10.0,-20.514,0.0,0.0397,0.5589999999999999,0.0,0.0718,0.23399999999999999,152.037,300840.0,4.0,5,['pop']
"6,1,5,4,6",felix cartal feat ofelia,new scene - lucky date remix,verse and pre-chorus,0J89M6rLBskz89F6gspZYK,0.6859999999999999,0.716,5.0,-3.075,1.0,0.0851,0.031,9.88e-06,0.13,0.213,125.985,308571.0,4.0,5,"['big room', 'deep tropical house', 'edm', 'electro house', 'tropical house']"
"6,1,5,4,6",headspace,the big day,chorus,4gSi3VZAhd7HKWtC9Qy6pB,0.506,0.622,11.0,-7.5089999999999995,1.0,0.0294,0.00486,0.000892,0.11599999999999999,0.12300000000000001,129.966,594467.0,4.0,5,[]
"6,1,5,4,6",alesso,sweet escape,chorus,6vPJvkEuWZPcv58NnQ3dBR,0.5720000000000001,0.8390000000000001,2.0,-3.865,1.0,0.0397,0.0721,1.74e-06,0.19699999999999998,0.516,126.029,232533.0,4.0,5,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']"
"6,1,5,4,6",cro,traum,chorus,7s3VxmIizcDgDTRCA4kDzd,0.706,0.772,0.0,-6.312,1.0,0.0652,0.0527,0.0,0.0636,0.9640000000000001,119.976,195549.0,4.0,5,"['german hip hop', 'german pop']"
"6,1,5,4,6",rise against,the good left undone,chorus,3Effll2C7OnP2isgbVPJje,0.182,0.978,1.0,-3.7680000000000002,0.0,0.149,0.000271,0.0,0.11800000000000001,0.5660000000000001,197.105,181453.0,5.0,5,"['alternative metal', 'chicago punk', 'hardcore punk', 'nu metal', 'pop punk', 'post-grunge', 'punk']"
"6,1,5,4,6",gummibar,the gummy bear song,chorus,6nFYXpBgrNcZjbtNEuc6yR,0.9279999999999999,0.892,9.0,-7.782,0.0,0.0388,0.0527,1.47e-05,0.0911,0.9890000000000001,128.075,192227.0,4.0,5,['kids dance party']
"6,1,5,4,6",adele,hello,intro and verse,4sPmO7WMQUAf45kwMOtONw,0.48100000000000004,0.451,5.0,-6.095,0.0,0.0347,0.336,0.0,0.0872,0.289,157.966,295493.0,4.0,5,['pop']
"6,1,5,4,6",sigala,sweet lovin,chorus,1qp0ptMXNg9hqLH8sk7cc2,0.68,0.85,10.0,-2.785,1.0,0.0661,0.203,1.88e-06,0.33899999999999997,0.7120000000000001,124.941,202213.0,4.0,5,"['dance pop', 'edm', 'pop', 'tropical house']"
"6,1,5,4,6",flo rida,good feeling,verse,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1.0,-4.444,0.0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133.0,4.0,5,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']"
"6,1,5,4,6",fall out boy,irresistible,chorus,3znPiywA0q1VK2jgAZFDoI,0.48700000000000004,0.9229999999999999,2.0,-3.054,1.0,0.114,0.0675,0.0,0.254,0.43200000000000005,165.044,206507.0,4.0,5,"['emo', 'modern rock', 'pop punk']"
"6,1,5,4,6",reez,prophecy,bridge,1GJYujCdZ9Wph3N2siamNz,0.532,0.836,1.0,-2.6519999999999997,0.0,0.0433,0.109,0.0,0.223,0.375,128.149,202515.0,4.0,5,"['deep big room', 'sky room']"
"6,1,5,4,6",nicki minaj,va va voom,chorus,2jATUzETZL49e6SywauZKE,0.647,0.8340000000000001,8.0,-3.395,1.0,0.0317,0.0609,0.00851,0.20199999999999999,0.7040000000000001,126.87799999999999,183560.0,4.0,5,"['dance pop', 'hip pop', 'pop', 'pop rap']"
"6,1,5,4,6",nicki minaj,va va voom,verse and pre-chorus,2jATUzETZL49e6SywauZKE,0.647,0.8340000000000001,8.0,-3.395,1.0,0.0317,0.0609,0.00851,0.20199999999999999,0.7040000000000001,126.87799999999999,183560.0,4.0,5,"['dance pop', 'hip pop', 'pop', 'pop rap']"
"6,1,5,4,6",coleman hell,2 heads,chorus,3bi8yEuK44vLcbjHkPH0u1,0.733,0.565,0.0,-8.515,1.0,0.0367,0.0621,0.000324,0.10400000000000001,0.35,120.006,213707.0,4.0,5,"['canadian pop', 'indie poptimism', 'modern rock']"
"6,1,5,4,6",coleman hell,2 heads,instrumental,3bi8yEuK44vLcbjHkPH0u1,0.733,0.565,0.0,-8.515,1.0,0.0367,0.0621,0.000324,0.10400000000000001,0.35,120.006,213707.0,4.0,5,"['canadian pop', 'indie poptimism', 'modern rock']"
"6,1,5,4,6",dax johnson,the random and the purpose,chorus,3pni96mHx5HZCroQQQevTI,0.32,0.418,9.0,-14.597999999999999,0.0,0.0456,0.27699999999999997,0.8690000000000001,0.13699999999999998,0.115,143.666,549329.0,3.0,5,[]
"6,1,5,4,6",dax johnson,the random and the purpose,chorus,3pni96mHx5HZCroQQQevTI,0.32,0.418,9.0,-14.597999999999999,0.0,0.0456,0.27699999999999997,0.8690000000000001,0.13699999999999998,0.115,143.666,549329.0,3.0,5,[]
"6,1,5,4,6",the connells,'74-'75,chorus,2MAVcVr2oylw2OZ3hojWYj,0.522,0.59,11.0,-9.186,1.0,0.0257,0.196,0.0043100000000000005,0.0671,0.408,144.239,278973.0,4.0,5,['jangle pop']
"6,1,5,4,6",beck,blue moon,chorus,4gNErDjikE9QUQvkkqoB1S,0.687,0.6509999999999999,0.0,-6.696000000000001,1.0,0.0255,0.17800000000000002,0.008790000000000001,0.149,0.514,119.93700000000001,242347.0,4.0,5,"['alternative rock', 'anti-folk', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
"6,1,5,4,6",saiyapimp,asagao academy theme feat kori,verse,5KLJO0R60le7hSWx8IClCM,0.382,0.892,8.0,-5.808,1.0,0.0836,0.007890000000000001,1.4999999999999999e-05,0.102,0.371,179.942,248000.0,4.0,5,[]
"6,1,5,4,5",tristam and braken,frame of mind,chorus,59cXqkAG6C8PrRWQ0QnEu3,0.435,0.727,1.0,-6.968999999999999,1.0,0.0611,0.0424,4.6e-06,0.105,0.39899999999999997,174.99200000000002,274286.0,4.0,5,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'tracestep']"
"6,1,5,4,5",3lau,how you love me,pre-chorus,1nas007nDbzLwDGwvMdz79,0.513,0.8029999999999999,1.0,-3.635,1.0,0.0817,0.182,0.0,0.34,0.292,127.927,210469.0,4.0,5,"['big room', 'brostep', 'dance pop', 'deep big room', 'edm', 'electro house', 'electronic trap', 'mashup', 'pop', 'progressive electro house', 'progressive house', 'tropical house', 'tropical pop edm']"
"6,1,5,4,5",3lau,how you love me,chorus,1nas007nDbzLwDGwvMdz79,0.513,0.8029999999999999,1.0,-3.635,1.0,0.0817,0.182,0.0,0.34,0.292,127.927,210469.0,4.0,5,"['big room', 'brostep', 'dance pop', 'deep big room', 'edm', 'electro house', 'electronic trap', 'mashup', 'pop', 'progressive electro house', 'progressive house', 'tropical house', 'tropical pop edm']"
"6,1,5,4,5",yasuharu takanashi,fairy tail - main theme,intro and verse,7JoZiEMrwjpD18krCV8Czo,0.462,0.9,2.0,-3.5780000000000003,0.0,0.0393,2.9299999999999997e-05,0.905,0.312,0.366,110.008,152347.0,4.0,5,"['anime', 'anime score', 'otacore']"
"6,1,5,4,5",noma,brain power,verse,1h2ClEBOUPguk20bZBB1TX,0.266,0.9790000000000001,6.0,-5.39,0.0,0.086,2.3e-06,0.281,0.32,0.42,170.764,368274.0,4.0,5,[]
"6,1,5,4,1",pink floyd,the thin ice,intro and verse,62zuXt6X5B6YQOBNFV2eXG,0.359,0.128,9.0,-16.983,0.0,0.0372,0.354,0.0018100000000000002,0.6559999999999999,0.17800000000000002,110.35,146321.0,3.0,5,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
"6,1,5,4,1",lindsey stirling,mirror haus,verse,6IqyKPC3YjbuDDM05iZqls,0.499,0.877,4.0,-4.623,0.0,0.0526,0.000105,2.2100000000000002e-05,0.0464,0.278,128.004,235586.0,4.0,5,['bow pop']
"6,1,5,4,1",the gaslight anthem,the navesink banks,verse,4dRBz1JQWDffB8RqGgdppc,0.59,0.228,8.0,-15.130999999999998,0.0,0.0322,0.759,0.00502,0.11599999999999999,0.345,90.26799999999999,168733.0,4.0,5,"['heartland rock', 'new jersey indie', 'skate punk']"
"6,1,5,4,1",ella eyre,if i go,chorus,5JO7yGfeJKYjbOXRRdNk64,0.545,0.778,7.0,-5.109,0.0,0.0425,0.009590000000000001,0.0,0.172,0.589,147.92700000000002,183329.0,4.0,5,"['dance pop', 'pop', 'tropical house']"
"6,1,5,6,1",death cab for cutie,i will follow you into the dark,chorus,3kZC0ZmFWrEHdUCmUqlvgZ,0.517,0.20600000000000002,5.0,-12.232999999999999,1.0,0.0421,0.924,0.0,0.11800000000000001,0.489,80.40100000000001,189187.0,4.0,5,"['folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'stomp and holler']"
"6,1,5,6,1",evanescence,bring me to life,chorus,0COqiPhxzoWICwFCS4eZcp,0.316,0.945,4.0,-3.1689999999999996,0.0,0.124,0.00895,1.85e-06,0.396,0.32,189.93099999999998,235893.0,4.0,5,"['alternative metal', 'post-grunge']"
"6,1,5,6,1",arias,pegasus,chorus,7pTyzi74aXnbgwMjhUUYWx,0.638,0.843,7.0,-6.159,1.0,0.0488,4.6899999999999995e-05,0.9440000000000001,0.0943,0.0627,125.99799999999999,379560.0,3.0,5,[]
"6,1,5,6,1",knife party,fire hive,solo,1DcwvDcBKeATLX85CKbHFM,0.6859999999999999,0.98,1.0,-2.966,0.0,0.20600000000000002,0.000304,0.7,0.171,0.617,140.091,278361.0,4.0,5,"['australian dance', 'big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton']"
"6,1,5,6,1",the paper kites,bloom,intro,41yIvlFgvGwxq8qTqAR7eG,0.5920000000000001,0.41600000000000004,1.0,-9.794,1.0,0.0246,0.882,0.000586,0.11199999999999999,0.41700000000000004,96.00200000000001,210080.0,4.0,5,"['chamber pop', 'folk-pop', 'indie anthem-folk', 'indie folk', 'stomp and holler']"
"6,1,5,6,1",c2c,the beat,chorus,5PYTllcMgjMy5lIgxP4kfd,0.795,0.802,10.0,-5.24,0.0,0.20199999999999999,0.0027300000000000002,0.158,0.429,0.545,96.956,211760.0,4.0,5,['turntablism']
"6,1,5,6,1",pegboard nerds and tristam,razor sharp,verse,2Arw3BvOzm5ljO3IpYX28D,0.6809999999999999,0.909,9.0,-4.8469999999999995,1.0,0.353,0.00135,2.33e-05,0.0754,0.37799999999999995,110.007,281455.0,4.0,5,[]
"6,1,5,6,1",flyleaf,again,intro,3v2XiE8ztYHOsrjIBN4Xh2,0.42200000000000004,0.9740000000000001,5.0,-3.6889999999999996,1.0,0.0991,0.000267,0.0,0.359,0.46399999999999997,156.10299999999998,184920.0,3.0,5,"['alternative metal', 'christian alternative rock', 'christian rock', 'nu metal', 'pop emo', 'post-grunge', 'rap rock']"
"6,1,5,6,1",judas priest,breaking the law,verse and pre-chorus,2RaA6kIcvomt77qlIgGhCT,0.36200000000000004,0.961,2.0,-5.664,1.0,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840.0,4.0,5,"['album rock', 'groove metal', 'hard rock', 'metal', 'power metal', 'rock']"
"6,1,5,6,1",regina spektor,samson,chorus,2JAUBPBVkimRLc5BGhAkfJ,0.49,0.193,11.0,-9.544,1.0,0.0421,0.862,9.74e-06,0.113,0.184,89.154,189507.0,4.0,5,"['chamber pop', 'folk-pop', 'indie pop', 'lilith', 'piano rock', 'pop rock']"
"6,1,5,6,1",nine inch nails,the perfect drug,chorus,4RM8nJNVD1Js0LdIARc04O,0.626,0.884,5.0,-8.918,0.0,0.0988,0.0198,0.00625,0.295,0.27899999999999997,149.025,315440.0,4.0,5,"['alternative metal', 'alternative rock', 'cyberpunk', 'industrial', 'industrial metal', 'industrial rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']"
"6,1,5,6,1",jimmy eat world,the authority song,chorus,01jeT9SF8681DC6wW1QZxx,0.628,0.858,11.0,-4.12,0.0,0.0326,0.0162,0.0,0.13,0.579,124.021,220400.0,4.0,5,"['alternative rock', 'modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']"
"6,1,5,6,1",grimes,devon,bridge,1T2xJAu9rV3BCceu3YXkRw,0.5820000000000001,0.7559999999999999,0.0,-8.064,1.0,0.0621,0.0517,0.0333,0.201,0.248,120.023,270138.0,4.0,5,"['alternative dance', 'art pop', 'canadian electropop', 'chamber pop', 'chillwave', 'dance pop', 'dream pop', 'electropop', 'escape room', 'grave wave', 'indietronica', 'metropopolis', 'new rave', 'pop']"
"6,1,5,6,1",porcupine tree,normal,chorus,2l6XYtZNYR7ex6NLGrr3ZL,0.33299999999999996,0.628,9.0,-12.632,0.0,0.0344,0.0415,0.0472,0.934,0.307,116.212,433293.0,5.0,5,"['art rock', 'progressive metal', 'progressive rock', 'symphonic rock']"
"6,1,5,6,1",inxs,mystify,chorus,7LV9R3L1YfTSoefglhUyPD,0.628,0.855,9.0,-4.245,0.0,0.0356,0.026000000000000002,2.94e-05,0.19699999999999998,0.408,129.785,196924.0,4.0,5,"['australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']"
"6,1,5,6,1",dzeko and torres,air,chorus,6tai0BWld1xW5dk3O9Itgh,0.535,0.897,5.0,-7.506,1.0,0.0534,8.909999999999998e-05,0.0679,0.154,0.11199999999999999,128.167,217213.0,4.0,5,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'sky room']"
"6,1,5,6,1",madonna,devil pray,verse,2upReikM2zi3kd0Nl2yaTM,0.71,0.634,7.0,-7.025,1.0,0.0381,0.139,1.4999999999999999e-05,0.434,0.39399999999999996,107.009,245747.0,4.0,5,"['dance pop', 'pop', 'pop rock']"
"6,1,5,6,1",dethklok,awaken,intro and verse,1t7VssS676p12e1GKx2Rgr,0.509,0.9359999999999999,8.0,-6.69,1.0,0.0686,2.84e-05,0.46399999999999997,0.254,0.45299999999999996,95.001,217400.0,4.0,5,['comic']
"6,1,5,6,1",nightwish,amaranth,pre-outro,5YFbRuegMoaId2ngVqzP6G,0.5589999999999999,0.8640000000000001,2.0,-3.989,0.0,0.0423,0.00445,0.00313,0.0625,0.29100000000000004,127.98299999999999,233867.0,4.0,5,"['finnish metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'progressive metal', 'symphonic metal']"
"6,1,5,6,1",the connells,'74-'75,chorus,2MAVcVr2oylw2OZ3hojWYj,0.522,0.59,11.0,-9.186,1.0,0.0257,0.196,0.0043100000000000005,0.0671,0.408,144.239,278973.0,4.0,5,['jangle pop']
"6,1,5,6,1",i am oak,on trees and birds and fire,verse,4x1nUSFFppEZZcfijHV1wy,0.5660000000000001,0.31,10.0,-13.572000000000001,1.0,0.0411,0.892,0.0779,0.114,0.698,200.092,176795.0,3.0,5,['dutch indie']
"6,1,5,6,1",toby fox,stronger monsters,intro,3kZ4hHNVwuNwnbV2MBTMWx,0.598,0.968,10.0,-9.129,0.0,0.044000000000000004,0.34600000000000003,0.728,0.124,0.961,174.99900000000002,63114.0,4.0,5,['otacore']
"6,1,5,6,1",tiny moving parts,headache,verse,6dh5HKfhvhQp3nKzhmIBZl,0.5379999999999999,0.9420000000000001,0.0,-3.884,1.0,0.0538,0.000188,8.61e-06,0.105,0.34,154.045,213960.0,4.0,5,"['alternative emo', 'anthem emo', 'emo', 'midwest emo']"
"6,1,5,6,1",muse,dead inside,verse,2daZovie6pc2ZK7StayD1K,0.65,0.758,8.0,-5.021,1.0,0.0507,0.000259,0.000492,0.276,0.603,100.005,262947.0,4.0,5,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
"6,1,5,6,5",madonna,la isla bonita,verse,2Iib2MV3ECFJAourgP9dlY,0.708,0.8320000000000001,1.0,-4.736000000000001,0.0,0.0362,0.392,1.33e-06,0.0561,0.968,99.95299999999999,242947.0,4.0,5,"['dance pop', 'pop', 'pop rock']"
"6,1,5,6,5",dolly parton,jolene,chorus,2SpEHTbUuebeLkgs9QB7Ue,0.674,0.537,1.0,-10.970999999999998,0.0,0.0363,0.5660000000000001,0.0,0.131,0.809,110.57799999999999,161533.0,4.0,5,"['country', 'country dawn', 'traditional country']"
"6,1,5,6,5",jimmy eat world,the authority song,verse,01jeT9SF8681DC6wW1QZxx,0.628,0.858,11.0,-4.12,0.0,0.0326,0.0162,0.0,0.13,0.579,124.021,220400.0,4.0,5,"['alternative rock', 'modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']"
"6,1,5,6,5",madonna,devil pray,verse,2upReikM2zi3kd0Nl2yaTM,0.71,0.634,7.0,-7.025,1.0,0.0381,0.139,1.4999999999999999e-05,0.434,0.39399999999999996,107.009,245747.0,4.0,5,"['dance pop', 'pop', 'pop rock']"
"6,1,5,6,5",astronaut,feronia feat danyka nadeau,intro and verse,0zdRe1Kz6jdiIHNI2s9TAw,0.542,0.941,1.0,-3.7960000000000003,1.0,0.129,0.000753,0.00639,0.113,0.313,128.069,268125.0,4.0,5,"['catstep', 'complextro', 'edm', 'electro house', 'tracestep', 'zapstep']"
"6,1,5,6,5",area 11,heaven piercing giga drill,intro and verse,3tEdDUgK9iAcguwp4naFcx,0.547,0.983,6.0,-3.682,0.0,0.0809,0.0457,0.0,0.24,0.307,94.993,257307.0,4.0,5,"['antiviral pop', 'neo-industrial rock']"
"6,1,5,6,4",evanescence,bring me to life,chorus,0COqiPhxzoWICwFCS4eZcp,0.316,0.945,4.0,-3.1689999999999996,0.0,0.124,0.00895,1.85e-06,0.396,0.32,189.93099999999998,235893.0,4.0,5,"['alternative metal', 'post-grunge']"
"6,1,5,6,4",pegboard nerds and tristam,razor sharp,verse,2Arw3BvOzm5ljO3IpYX28D,0.6809999999999999,0.909,9.0,-4.8469999999999995,1.0,0.353,0.00135,2.33e-05,0.0754,0.37799999999999995,110.007,281455.0,4.0,5,[]
"6,1,5,6,4",tan bionica,ciudad magica,pre-chorus and chorus,4OuZrlfDxFCzf86Gp3tafI,0.625,0.904,9.0,-5.287000000000001,0.0,0.0328,0.000791,3.3299999999999996e-05,0.146,0.687,121.999,210607.0,4.0,5,"['argentine rock', 'argentine telepop', 'cumbia pop', 'rock en espanol']"
"6,1,5,6,4",nightwish,last of the wilds,intro and verse,5liTgnHQHE5IvInSaSpkLV,0.341,0.753,9.0,-5.07,0.0,0.0398,0.00187,0.156,0.135,0.0632,137.635,340715.0,3.0,5,"['finnish metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'progressive metal', 'symphonic metal']"
